tta_method,case,performing_length,tta_corruption,deployment_accuracy,data_shift_accuracy,initial_mixed_accuracy,protected_v2_mixed_accuracy,stmu_gala_mixed_accuracy,substitution_20_random_accuracy,substitution_50_random_accuracy,protected_v2_gain_vs_initial,stmu_gala_gain_vs_initial,sub20_gain_vs_initial,sub50_gain_vs_initial,sub20_source,sub50_source
tta_bn,perf_0_2_plus_3_on_stripe,2,stripe,1.0,0.88,0.94,0.95,0.95,0.91,0.54,0.010000000000000009,0.010000000000000009,-0.029999999999999916,-0.3999999999999999,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_zigzag/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/translate/global/global_model.pt
tta_bn,perf_2_4_plus_3_on_stripe,2,stripe,1.0,0.86,0.93,0.94,0.94,0.94,0.95,0.009999999999999898,0.009999999999999898,0.009999999999999898,0.019999999999999907,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_spatter/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/fog/global/global_model.pt
tta_bn,perf_0_1_2_plus_3_on_stripe,3,stripe,1.0,0.88,0.94,0.95,0.95,0.94,0.93,0.010000000000000009,0.010000000000000009,0.0,-0.009999999999999898,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_spatter/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/spatter/global/global_model.pt
tta_bn,perf_0_2_4_plus_3_on_stripe,3,stripe,1.0,0.88,0.94,0.95,0.95,0.73,0.95,0.010000000000000009,0.010000000000000009,-0.20999999999999996,0.010000000000000009,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_translate/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/fog/global/global_model.pt
tta_bn,perf_0_1_2_4_plus_3_on_stripe,4,stripe,1.0,0.88,0.94,0.95,0.95,0.98,0.54,0.010000000000000009,0.010000000000000009,0.040000000000000036,-0.3999999999999999,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_stripe/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/translate/global/global_model.pt
tta_bn,perf_0_4_plus_3_on_zigzag,2,zigzag,1.0,0.78,0.89,0.92,0.87,0.88,0.84,0.030000000000000027,-0.020000000000000018,-0.010000000000000009,-0.050000000000000044,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_translate/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/stripe/global/global_model.pt
tta_bn,perf_1_4_plus_3_on_zigzag,2,zigzag,1.0,0.8,0.9,0.91,0.9,0.96,0.89,0.010000000000000009,0.0,0.05999999999999994,-0.010000000000000009,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_zigzag/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/spatter/global/global_model.pt
tta_bn,perf_0_1_2_plus_3_on_zigzag,3,zigzag,1.0,0.8,0.9,0.91,0.9,0.86,0.84,0.010000000000000009,0.0,-0.040000000000000036,-0.06000000000000005,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_spatter/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/stripe/global/global_model.pt
tta_bn,perf_0_1_2_4_plus_3_on_zigzag,4,zigzag,1.0,0.8,0.9,0.91,0.92,0.87,0.89,0.010000000000000009,0.020000000000000018,-0.030000000000000027,-0.010000000000000009,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_fog/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/spatter/global/global_model.pt
tta_bn,perf_1_2_plus_4_on_glass_blur,2,glass_blur,0.98,0.84,0.91,0.93,0.85,0.9,0.93,0.020000000000000018,-0.06000000000000005,-0.010000000000000009,0.020000000000000018,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_spatter/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/spatter/global/global_model.pt
tta_bn,perf_0_2_3_plus_4_on_glass_blur,3,glass_blur,1.0,0.86,0.93,0.94,0.92,0.9,0.86,0.009999999999999898,-0.010000000000000009,-0.030000000000000027,-0.07000000000000006,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_spatter/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/zigzag/global/global_model.pt
tta_bn,perf_0_1_2_3_plus_4_on_glass_blur,4,glass_blur,1.0,0.86,0.93,0.94,0.92,0.89,0.83,0.009999999999999898,-0.010000000000000009,-0.040000000000000036,-0.10000000000000009,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_stripe/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/stripe/global/global_model.pt
tta_bn,perf_1_plus_4_on_stripe,1,stripe,0.98,0.84,0.91,0.94,0.92,0.73,0.99,0.029999999999999916,0.010000000000000009,-0.18000000000000005,0.07999999999999996,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_translate/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/stripe/global/global_model.pt
tta_bn,perf_3_plus_4_on_stripe,1,stripe,1.0,0.86,0.93,0.95,0.95,0.96,0.95,0.019999999999999907,0.019999999999999907,0.029999999999999916,0.019999999999999907,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_fog/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/fog/global/global_model.pt
tta_bn,perf_1_2_plus_4_on_stripe,2,stripe,0.98,0.88,0.93,0.94,0.94,0.91,0.99,0.009999999999999898,0.009999999999999898,-0.020000000000000018,0.05999999999999994,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_zigzag/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/stripe/global/global_model.pt
tta_bn,perf_1_3_plus_4_on_stripe,2,stripe,1.0,0.88,0.94,0.96,0.96,0.96,0.93,0.020000000000000018,0.020000000000000018,0.020000000000000018,-0.009999999999999898,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_fog/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/spatter/global/global_model.pt
tta_bn,perf_0_3_plus_4_on_zigzag,2,zigzag,1.0,0.78,0.89,0.9,0.92,0.88,0.83,0.010000000000000009,0.030000000000000027,-0.010000000000000009,-0.06000000000000005,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_translate/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/fog/global/global_model.pt
tta_bn,perf_1_3_plus_4_on_zigzag,2,zigzag,1.0,0.8,0.9,0.91,0.91,0.86,0.83,0.010000000000000009,0.010000000000000009,-0.040000000000000036,-0.07000000000000006,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_spatter/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/fog/global/global_model.pt
tta_memo,perf_1_plus_0_on_brightness,1,brightness,0.98,0.34,0.66,0.67,0.49,0.91,0.98,0.010000000000000009,-0.17000000000000004,0.25,0.31999999999999995,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_spatter/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/fog/global/global_model.pt
tta_memo,perf_1_4_plus_0_on_brightness,2,brightness,0.98,0.34,0.66,0.68,0.49,0.54,0.9,0.020000000000000018,-0.17000000000000004,-0.12,0.24,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_translate/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/stripe/global/global_model.pt
tta_memo,perf_2_4_plus_0_on_brightness,2,brightness,1.0,0.28,0.64,0.66,0.5,0.97,0.9,0.020000000000000018,-0.14,0.32999999999999996,0.26,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_stripe/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/stripe/global/global_model.pt
tta_memo,perf_3_4_plus_0_on_brightness,2,brightness,1.0,0.24,0.62,0.63,0.5,0.97,0.98,0.010000000000000009,-0.12,0.35,0.36,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_stripe/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/fog/global/global_model.pt
tta_memo,perf_2_3_4_plus_0_on_brightness,3,brightness,1.0,0.24,0.62,0.63,0.5,0.98,0.46,0.010000000000000009,-0.12,0.36,-0.15999999999999998,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_fog/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/translate/global/global_model.pt
tta_memo,perf_1_2_plus_0_on_glass_blur,2,glass_blur,1.0,0.82,0.91,0.93,0.85,0.92,0.86,0.020000000000000018,-0.06000000000000005,0.010000000000000009,-0.050000000000000044,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_fog/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/zigzag/global/global_model.pt
tta_memo,perf_1_plus_0_on_stripe,1,stripe,0.98,0.86,0.92,0.94,0.92,0.73,0.93,0.019999999999999907,0.0,-0.19000000000000006,0.010000000000000009,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_translate/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/spatter/global/global_model.pt
tta_memo,perf_3_plus_0_on_stripe,1,stripe,1.0,0.88,0.94,0.95,0.95,0.73,0.87,0.010000000000000009,0.010000000000000009,-0.20999999999999996,-0.06999999999999995,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_translate/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/zigzag/global/global_model.pt
tta_memo,perf_1_3_plus_0_on_stripe,2,stripe,1.0,0.88,0.94,0.96,0.96,0.98,0.99,0.020000000000000018,0.020000000000000018,0.040000000000000036,0.050000000000000044,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_stripe/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/stripe/global/global_model.pt
tta_memo,perf_1_plus_0_on_zigzag,1,zigzag,0.98,0.82,0.9,0.91,0.9,0.96,0.67,0.010000000000000009,0.0,0.05999999999999994,-0.22999999999999998,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_zigzag/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/translate/global/global_model.pt
tta_memo,perf_2_3_plus_0_on_zigzag,2,zigzag,1.0,0.8,0.9,0.91,0.9,0.96,0.98,0.010000000000000009,0.0,0.05999999999999994,0.07999999999999996,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_zigzag/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/zigzag/global/global_model.pt
tta_memo,perf_0_4_plus_1_on_brightness,2,brightness,0.98,0.34,0.66,0.67,0.5,0.54,0.46,0.010000000000000009,-0.16000000000000003,-0.12,-0.2,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_translate/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/translate/global/global_model.pt
tta_memo,perf_0_plus_1_on_glass_blur,1,glass_blur,0.98,0.84,0.91,0.92,0.9,0.92,0.86,0.010000000000000009,-0.010000000000000009,0.010000000000000009,-0.050000000000000044,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_fog/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/zigzag/global/global_model.pt
tta_memo,perf_4_plus_1_on_glass_blur,1,glass_blur,0.98,0.82,0.9,0.92,0.89,0.9,0.83,0.020000000000000018,-0.010000000000000009,0.0,-0.07000000000000006,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_spatter/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/stripe/global/global_model.pt
tta_memo,perf_0_2_plus_1_on_glass_blur,2,glass_blur,1.0,0.82,0.91,0.92,0.9,0.9,0.83,0.010000000000000009,-0.010000000000000009,-0.010000000000000009,-0.08000000000000007,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_spatter/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/stripe/global/global_model.pt
tta_memo,perf_0_4_plus_1_on_glass_blur,2,glass_blur,0.98,0.84,0.91,0.93,0.92,0.89,0.62,0.020000000000000018,0.010000000000000009,-0.020000000000000018,-0.29000000000000004,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_stripe/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/translate/global/global_model.pt
tta_memo,perf_2_4_plus_1_on_glass_blur,2,glass_blur,0.98,0.84,0.91,0.92,0.89,0.92,0.62,0.010000000000000009,-0.020000000000000018,0.010000000000000009,-0.29000000000000004,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_fog/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/translate/global/global_model.pt
tta_memo,perf_4_plus_1_on_stripe,1,stripe,0.98,0.84,0.91,0.92,0.9,0.98,0.54,0.010000000000000009,-0.010000000000000009,0.06999999999999995,-0.37,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_stripe/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/translate/global/global_model.pt
tta_memo,perf_0_4_plus_1_on_stripe,2,stripe,0.98,0.86,0.92,0.93,0.91,0.98,0.87,0.010000000000000009,-0.010000000000000009,0.05999999999999994,-0.050000000000000044,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_stripe/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/zigzag/global/global_model.pt
tta_memo,perf_2_4_plus_1_on_stripe,2,stripe,0.98,0.88,0.93,0.94,0.94,0.98,0.93,0.009999999999999898,0.009999999999999898,0.04999999999999993,0.0,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_stripe/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/spatter/global/global_model.pt
tta_memo,perf_0_4_plus_1_on_zigzag,2,zigzag,0.98,0.84,0.91,0.92,0.87,0.82,0.83,0.010000000000000009,-0.040000000000000036,-0.09000000000000008,-0.08000000000000007,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_stripe/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/fog/global/global_model.pt
tta_memo,perf_1_plus_2_on_brightness,1,brightness,1.0,0.28,0.64,0.67,0.49,0.9,0.98,0.030000000000000027,-0.15000000000000002,0.26,0.33999999999999997,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_zigzag/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/fog/global/global_model.pt
tta_memo,perf_4_plus_2_on_brightness,1,brightness,1.0,0.32,0.66,0.67,0.48,0.98,0.94,0.010000000000000009,-0.18000000000000005,0.31999999999999995,0.2799999999999999,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_fog/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/zigzag/global/global_model.pt
tta_memo,perf_0_1_plus_2_on_brightness,2,brightness,1.0,0.28,0.64,0.66,0.49,0.54,0.94,0.020000000000000018,-0.15000000000000002,-0.09999999999999998,0.29999999999999993,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/clean_translate/global/global_model.pt,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/federated_artifact_corrupt/zigzag/global/global_model.pt
