profile_id,composition_name,combination_size,corruption_category,before_accuracy,before_reliability_score,before_latency_seconds,after_corruption_accuracy,after_corruption_latency_seconds,accuracy_drop,weights_file
size2_C1_C5,C1_C5,2,translate,0.9897,0.9834778888552207,4.9483259999999945,0.67,0.04000308300000022,0.3197,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/profile/weights/size2_C1_C5.pt
size1_C2,C2,1,translate,0.9843,0.9847540819715923,5.3007846249999915,0.55,0.0386487080000002,0.4342999999999999,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/profile/weights/size1_C2.pt
size2_C2_C3,C2_C3,2,translate,0.9883,0.9833949896476499,5.683763499999998,0.56,0.039381000000000554,0.4282999999999999,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/profile/weights/size2_C2_C3.pt
size3_C2_C3_C4,C2_C3_C4,3,translate,0.9893,0.9817017518131382,6.623418874999999,0.56,0.038782624999999626,0.4292999999999999,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/profile/weights/size3_C2_C3_C4.pt
size3_C2_C3_C5,C2_C3_C5,3,translate,0.9889,0.9834778888552207,5.798206250000007,0.6,0.03950608300000091,0.3889,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/profile/weights/size3_C2_C3_C5.pt
size2_C2_C4,C2_C4,2,translate,0.9888,0.9817017518131382,4.665962124999993,0.57,0.039108957999999916,0.41880000000000006,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/profile/weights/size2_C2_C4.pt
size3_C2_C4_C5,C2_C4_C5,3,translate,0.9896,0.9816217113754138,4.693135417000008,0.59,0.03907550000000093,0.39960000000000007,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/profile/weights/size3_C2_C4_C5.pt
size2_C2_C5,C2_C5,2,translate,0.9882,0.9834778888552207,4.851030917000003,0.57,0.039354957999998774,0.4182,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/profile/weights/size2_C2_C5.pt
size1_C3,C3,1,translate,0.9872,0.9744737928719452,4.886818666000011,0.58,0.03901562499999933,0.4072,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/profile/weights/size1_C3.pt
size2_C3_C4,C3_C4,2,translate,0.9871,0.9744737928719452,4.5866827090000015,0.57,0.03893379099999983,0.4171,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/profile/weights/size2_C3_C4.pt
size3_C3_C4_C5,C3_C4_C5,3,translate,0.9897,0.9793654020996376,5.230787415999998,0.56,0.03887287499999914,0.42969999999999997,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/profile/weights/size3_C3_C4_C5.pt
size2_C3_C5,C3_C5,2,translate,0.9886,0.9816217113754138,4.743461209000003,0.61,0.03919995800000109,0.37860000000000005,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/profile/weights/size2_C3_C5.pt
size1_C4,C4,1,translate,0.9779,0.9785537725715294,4.699641791000005,0.56,0.04014616599999954,0.41789999999999994,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/profile/weights/size1_C4.pt
size2_C4_C5,C4_C5,2,translate,0.989,0.979575279530255,5.178632582999995,0.56,0.04079033299999857,0.42899999999999994,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/profile/weights/size2_C4_C5.pt
size1_C5,C5,1,translate,0.9868,0.9834778888552207,7.331302749999992,0.59,0.041763124999999235,0.39680000000000004,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/profile/weights/size1_C5.pt
size4_C1_C2_C4_C5,C1_C2_C4_C5,4,translate,0.9906,0.9834778888552207,5.123578625,0.61,0.03949516699999833,0.38060000000000005,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/traditional adaptive composition techniques/profile/weights/size4_C1_C2_C4_C5.pt
